movieId,title,genres,title,genres
176,Living in Oblivion (1995),Comedy,LCHF 달걀김치부침개,실생활 요리|한식 요리|혼밥 요리|다이어트 요리|김치요리|전/부침요리|동영상 레시피
177,Lord of Illusions (1995),Horror,깐쇼새우,손님 접대 요리|수산물|중식 요리|튀김요리|생선|수산가공품|동영상 레시피
178,Love & Human Remains (1993),Comedy|Drama,렌틸콩 국수,실생활 요리|자취 초보 요리|한식 요리|콩/두부 요리|혼밥 요리|국물면요리|15분 요리
179,Mad Love (1995),Drama|Romance,초간단 LA갈비,손님 접대 요리|쇠고기|실생활 요리|구이요리|한식 요리|간단 재료 요리
180,Mallrats (1995),Comedy|Romance,크림닭,실생활 요리|술안주|닭고기|퓨전요리|튀김요리|빈혈 예방|간식/야식|움짤 레시피
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,몬테크리스토샌드위치,샌드위치|나들이 요리|자취 초보 요리|간식/야식|달걀/유제품 요리|햄/소시지
183,Mute Witness (1994),Comedy|Horror|Thriller,홈메이드 데리야끼소스,실생활 요리|양념/소스/잼|자취 초보 요리|움짤 레시피
184,Nadja (1994),Drama,로제소스떡볶이,가공식품 요리|한식 요리|볶음요리|혼밥 요리|간식/야식
185,"Net, The (1995)",Action|Crime|Thriller,추억의 별난바 파르페,빵/케이크|손님 접대 요리|실생활 요리|양식 요리|파티/명절요리|자취 초보 요리|한식 요리|퓨전요리|혼밥 요리|간식/야식|달걀/유제품 요리|과자/쿠키|간단 재료 요리|10분 요리|봄|아이스크림|5분 요리|아이 성장/발육 |요거트|주스|아이 간식|파이류|사탕/초콜렛|이국적인맛|기타음료|주류/칵테일|차/커피
186,Nine Months (1995),Comedy|Romance,닭똥집 볶음 ,실생활 요리|술안주|닭고기|볶음요리|움짤 레시피
187,Party Girl (1995),Comedy,고추장 훈제오리김밥,실생활 요리|한식 요리|혼밥 요리|김밥/롤/주먹밥/초밥
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,닭갈비전골,손님 접대 요리|실생활 요리|국/탕요리|채소류 요리|술안주|한식 요리|닭고기
189,Reckless (1995),Comedy|Fantasy,수플레오믈렛,실생활 요리|양식 요리|자취 초보 요리|혼밥 요리|달걀/유제품 요리|15분 요리|간단 재료 요리|전/부침요리
190,Safe (1995),Thriller,돼지고기타코,술안주|면역력 강화|돼지고기|빈혈 예방|멕시칸 요리|움짤 레시피
191,"Scarlet Letter, The (1995)",Drama|Romance,육원전,손님 접대 요리|쇠고기|술안주|파티/명절요리|한식 요리|전/부침요리|동영상 레시피
193,Showgirls (1995),Drama,라볶이,가공식품 요리|한식 요리|볶음요리|간식/야식|움짤 레시피
194,Smoke (1995),Comedy|Drama,굴비지찌개,실생활 요리|자취 초보 요리|한식 요리|콩/두부 요리|찌개요리
195,Something to Talk About (1995),Comedy|Drama|Romance,홈메이드 쯔유 냉모밀,실생활 요리|일식 요리|자취 초보 요리|혼밥 요리|국물면요리|일식면|간단 재료 요리|여름
196,Species (1995),Horror|Sci-Fi,니쿠자카,쇠고기|실생활 요리|일식 요리|채소류 요리|조림요리
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,크랜베리스콘,빵/케이크|양식 요리|간식/야식|달걀/유제품 요리|과자/쿠키
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,가지 쇠고기전,손님 접대 요리|쇠고기|채소류 요리|자취 초보 요리|한식 요리|혼밥 요리|움짤 레시피|15분 요리|간단 재료 요리|전/부침요리
200,"Tie That Binds, The (1995)",Thriller,꿔바로우,술안주|돼지고기|중식 요리|튀김요리|15분 요리
201,Three Wishes (1995),Drama|Fantasy,오리구이,가공식품 요리|나들이 요리|구이요리|자취 초보 요리|퓨전요리
202,Total Eclipse (1995),Drama|Romance,블랙빈 소스 누들,손님 접대 요리|쇠고기|술안주|파티/명절요리|양념/소스/잼|자취 초보 요리|중식 요리|혼밥 요리|15분 요리|간단 재료 요리|10분 요리|간편 메인반찬
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,굴수제비,실생활 요리|한식 요리|혼밥 요리|기미/주근깨|빈혈 예방|움짤 레시피|아이 성장/발육 |허리/관절 건강|암 예방|수유모 건강|잇몸 건강|피부 재생|해장요리|눈 건강|불면증 해소|비뇨기 건강|산모 건강|위 튼튼
204,Under Siege 2: Dark Territory (1995),Action,피자바게트,양식 요리|피자|간식/야식|햄/소시지|5분 요리|아이 간식
205,Unstrung Heroes (1995),Comedy|Drama,얼린두부조림,실생활 요리|자취 초보 요리|한식 요리|콩/두부 요리|조림요리|간단 재료 요리
206,Unzipped (1995),Documentary,고구마볶음,채소류 요리|술안주|자취 초보 요리|한식 요리|볶음요리|간식/야식|15분 요리
207,"Walk in the Clouds, A (1995)",Drama|Romance,치미창가 ,손님 접대 요리|쇠고기|샌드위치|구이요리|멕시칸 요리
208,Waterworld (1995),Action|Adventure|Sci-Fi,버팔로윙,양식 요리|구이요리|술안주|자취 초보 요리|닭고기|혼밥 요리|멕시칸 요리
209,White Man's Burden (1995),Drama,가래떡 떡볶이,가공식품 요리|한식 요리|볶음요리|간식/야식|동영상 레시피
211,"Browning Version, The (1994)",Drama,압구정엽떡,가공식품 요리|한식 요리|볶음요리|간식/야식|동영상 레시피
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,쇠고기간장떡볶이,가공식품 요리|한식 요리|볶음요리|간식/야식|간단 재료 요리|아이 간식
214,Before the Rain (Pred dozhdot) (1994),Drama|War,스팸크로크뮤슈,손님 접대 요리|실생활 요리|샌드위치|양식 요리|자취 초보 요리|혼밥 요리|움짤 레시피
215,Before Sunrise (1995),Drama|Romance,소고기 미니 김밥,손님 접대 요리|쇠고기|나들이 요리|파티/명절요리|자취 초보 요리|한식 요리|간식/야식|김밥/롤/주먹밥/초밥
216,Billy Madison (1995),Comedy,냉수제비,실생활 요리|한식 요리|혼밥 요리|국물면요리|한식면|동영상 레시피
217,"Babysitter, The (1995)",Drama|Thriller,펜네 맥앤치즈,손님 접대 요리|실생활 요리|양식 요리|술안주|파티/명절요리|자취 초보 요리|볶음요리|혼밥 요리|간식/야식|움짤 레시피|15분 요리|간단 재료 요리
218,Boys on the Side (1995),Comedy|Drama,두부조림,실생활 요리|자취 초보 요리|한식 요리|콩/두부 요리|조림요리
219,"Cure, The (1995)",Drama,뿌셔뿌셔 크런치바,가공식품 요리|한식 요리|볶음요리|간식/야식|15분 요리
220,Castle Freak (1995),Horror,팟시오,손님 접대 요리|수산물|자취 초보 요리|볶음요리|퓨전요리|혼밥 요리|빈혈 예방|간식/야식|움짤 레시피|아이 성장/발육 |허리/관절 건강|암 예방|이국적인맛
222,Circle of Friends (1995),Drama|Romance,생치즈 미트볼,손님 접대 요리|쇠고기|나들이 요리|양식 요리|구이요리|술안주|파티/명절요리|자취 초보 요리|혼밥 요리|빈혈 예방|간식/야식|15분 요리|간단 재료 요리|10분 요리
223,Clerks (1994),Comedy,김치수제비,실생활 요리|한식 요리|혼밥 요리|국물면요리|한식면
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,바지락우동,실생활 요리|일식 요리|자취 초보 요리|혼밥 요리|국물면요리|일식면|15분 요리|간단 재료 요리
225,Disclosure (1994),Drama|Thriller,양념치킨,손님 접대 요리|실생활 요리|양식 요리|술안주|파티/명절요리|양념/소스/잼|닭고기|튀김요리|간식/야식|움짤 레시피
227,Drop Zone (1994),Action|Thriller,베이컨 말이 감자 튀김,나들이 요리|술안주|파티/명절요리|자취 초보 요리|퓨전요리|튀김요리|간식/야식|움짤 레시피|햄/소시지
228,Destiny Turns on the Radio (1995),Comedy,닭한마리 칼국수,실생활 요리|한식 요리|혼밥 요리|국물면요리|한식면
229,Death and the Maiden (1994),Drama|Thriller,쪽파 봉골레 국물 파스타,손님 접대 요리|실생활 요리|양식 요리|술안주|파티/명절요리|서양식면|볶음면요리|간식/야식|국물면요리
230,Dolores Claiborne (1995),Drama|Thriller,방울토마토파스타,손님 접대 요리|실생활 요리|양식 요리|술안주|파티/명절요리|서양식면|기미/주근깨|볶음면요리|수유모 건강
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,익송이네 홍꼬탕,수산물|국/탕요리|술안주|한식 요리|간단 재료 요리|동영상 레시피
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,얼음비빔소바,실생활 요리|일식 요리|자취 초보 요리|혼밥 요리|간식/야식|비빔면요리|일식면|움짤 레시피|간단 재료 요리
233,Exotica (1994),Drama,피자토스트,가공식품 요리|퓨전요리|혼밥 요리|피자|간식/야식|동영상 레시피
234,Exit to Eden (1994),Comedy,오이냉메밀국수,실생활 요리|한식 요리|혼밥 요리|국물면요리|한식면
235,Ed Wood (1994),Comedy|Drama,비지찌개,실생활 요리|자취 초보 요리|한식 요리|콩/두부 요리|다이어트 요리|움짤 레시피|찌개요리|위 튼튼
236,French Kiss (1995),Action|Comedy|Romance,비스퀴롤케이크,빵/케이크|양식 요리|파티/명절요리|간식/야식|달걀/유제품 요리
237,Forget Paris (1995),Comedy|Romance,바지락죽,실생활 요리|수산물|한식 요리|혼밥 요리|죽/미음
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,생딸기컵케익,과일 요리|혼밥 요리|움짤 레시피
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,빙수,자취 초보 요리|한식 요리|과일 요리|기미/주근깨|간식/야식|아이스크림|허리/관절 건강|피부 재생|아이 간식|비뇨기 건강|여름|동영상 레시피
240,Hideaway (1995),Thriller,여수 해물삼합,술안주|돼지고기|동영상 레시피
241,Fluke (1995),Children|Drama,어묵탕,국/탕요리|술안주|한식 요리|혼밥 요리|수산가공품
242,Farinelli: il castrato (1994),Drama|Musical,맥주오리,손님 접대 요리|닭고기|중식 요리|조림요리|동영상 레시피
243,Gordy (1995),Children|Comedy|Fantasy,눈꽃빙수,자취 초보 요리|간식/야식|과자/쿠키|15분 요리|간단 재료 요리|아이스크림
244,Gumby: The Movie (1995),Animation|Children,메밀 두부 콩국수 ,자취 초보 요리|한식 요리|콩/두부 요리|혼밥 요리|다이어트 요리|국물면요리|한식면|15분 요리
245,The Glass Shield (1994),Crime|Drama,굿모닝버거 (맥모닝),실생활 요리|나들이 요리|양식 요리|햄/소시지|5분 요리|햄버거/핫도그
246,Hoop Dreams (1994),Documentary,버섯부추볶음,채소류 요리|술안주|자취 초보 요리|한식 요리|볶음요리|10분 요리
247,Heavenly Creatures (1994),Crime|Drama,사과마멀레이드,실생활 요리|나들이 요리|양식 요리|파티/명절요리|양념/소스/잼|자취 초보 요리|과일 요리|퓨전요리|간식/야식|조림요리|간단 재료 요리
248,Houseguest (1994),Comedy,해물손칼국수,실생활 요리|한식 요리|혼밥 요리|국물면요리|한식면
249,Immortal Beloved (1994),Drama|Romance,밀푀유 나베,손님 접대 요리|쇠고기|국/탕요리|채소류 요리|파티/명절요리|한식 요리
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,닭 가슴살 냉채,자취 초보 요리|닭고기|혼밥 요리|15분 요리
251,"Hunted, The (1995)",Action,피자김밥,양식 요리|퓨전요리|기미/주근깨|빈혈 예방|피자|간식/야식|김밥/롤/주먹밥/초밥|아이 성장/발육 |허리/관절 건강|암 예방|수유모 건강|잇몸 건강|눈 건강|불면증 해소|동영상 레시피
252,I.Q. (1994),Comedy|Romance,홍합버섯죽,실생활 요리|수산물|한식 요리|혼밥 요리|죽/미음
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,베리컵젤리,손님 접대 요리|가공식품 요리|실생활 요리|양식 요리|파티/명절요리|자취 초보 요리|과일 요리|퓨전요리|기미/주근깨|간식/야식|간단 재료 요리|10분 요리|봄|피부 재생|아이 간식
254,Jefferson in Paris (1995),Drama,고르곤졸라피자,가공식품 요리|퓨전요리|혼밥 요리|피자|간식/야식|15분 요리
255,"Jerky Boys, The (1995)",Comedy,7배죽,실생활 요리|한식 요리|혼밥 요리|간단 재료 요리|5분 요리|아이 성장/발육 |아이 간식|죽/미음|이유식 중기
256,Junior (1994),Comedy|Sci-Fi,햄마니토스트,실생활 요리|샌드위치|자취 초보 요리|퓨전요리|혼밥 요리|15분 요리|햄/소시지
257,Just Cause (1995),Mystery|Thriller,어묵라면,술안주|자취 초보 요리|한식 요리|혼밥 요리|국물면요리|한식면|움짤 레시피|간단 재료 요리|10분 요리|수산가공품
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,코하쿠토,일식 요리|자취 초보 요리|간식/야식|15분 요리|간단 재료 요리|사탕/초콜렛
259,Kiss of Death (1995),Crime|Drama|Thriller,파불고기,실생활 요리|구이요리|자취 초보 요리|한식 요리|돼지고기|움짤 레시피|간단 재료 요리
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,데리야끼닭다리구이,양식 요리|구이요리|술안주|닭고기|움짤 레시피|간편 메인반찬
261,Little Women (1994),Drama,또띠아꿀피자,가공식품 요리|퓨전요리|혼밥 요리|피자|간식/야식
262,"Little Princess, A (1995)",Children|Drama,맑은순두부탕,국/탕요리|술안주|한식 요리|콩/두부 요리|움짤 레시피
263,Ladybird Ladybird (1994),Drama,나쵸치즈피자,가공식품 요리|퓨전요리|피자|간식/야식|간단 재료 요리
264,"Enfer, L' (1994)",Drama,호빵버거,가공식품 요리|퓨전요리|간식/야식|움짤 레시피|햄버거/핫도그
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,갈릭치즈피자,손님 접대 요리|가공식품 요리|양식 요리|파티/명절요리|피자|달걀/유제품 요리|움짤 레시피|허리/관절 건강|암 예방|수유모 건강|요거트|불면증 해소
266,Legends of the Fall (1994),Drama|Romance|War|Western,후쿠오카 모츠나베,손님 접대 요리|실생활 요리|일식 요리|국/탕요리|채소류 요리|술안주|파티/명절요리|콩/두부 요리|빈혈 예방|암 예방|해장요리
267,Major Payne (1995),Comedy,명란볶음밥,실생활 요리|한식 요리|혼밥 요리|15분 요리|볶음밥/오므라이스|젓갈/장아찌
268,Little Odessa (1994),Crime|Drama,고구마 치즈스틱,실생활 요리|나들이 요리|양식 요리|채소류 요리|술안주|자취 초보 요리|혼밥 요리|간식/야식|간단 재료 요리|햄버거/핫도그
269,My Crazy Life (Mi vida loca) (1993),Drama,아이스크림쿠키,가공식품 요리|퓨전요리|간식/야식|과자/쿠키|아이스크림|아이 간식|동영상 레시피
270,Love Affair (1994),Drama|Romance,불고기전골,손님 접대 요리|쇠고기|국/탕요리|자취 초보 요리|한식 요리|전/부침요리
271,Losing Isaiah (1995),Drama,오레오튀김,가공식품 요리|퓨전요리|간식/야식|과자/쿠키|15분 요리|간단 재료 요리|아이 간식
